Year,Sex,Type,Cancer_Type,Age_0_to_4,Age_5_to_9,Age_10_to_14,Age_15_to_19,Age_20_to_24,Age_25_to_29,Age_30_to_34,Age_35_to_39,Age_40_to_44,Age_45_to_49,Age_50_to_54,Age_55_to_59,Age_60_to_64,Age_65_to_69,Age_70_to_74,Age_75_to_79,Age_80_to_84,Age_85+,Age_Unknown,Sum
1991,Male,Incidence,Melanoma of the skin,1.0,1.0,8.0,53.0,62.0,128.0,162.0,203.0,256.0,260.0,256.0,282.0,340.0,360.0,336.0,251.0,153.0,72.0,1.0,
1992,Male,Incidence,Melanoma of the skin,1.0,1.0,6.0,39.0,90.0,116.0,151.0,221.0,281.0,288.0,274.0,318.0,429.0,437.0,365.0,305.0,172.0,88.0,0.0,
1993,Male,Incidence,Melanoma of the skin,0.0,0.0,11.0,39.0,76.0,122.0,145.0,224.0,253.0,299.0,300.0,323.0,405.0,458.0,433.0,343.0,182.0,100.0,2.0,
1994,Male,Incidence,Melanoma of the skin,0.0,0.0,10.0,34.0,89.0,135.0,170.0,230.0,271.0,334.0,353.0,345.0,388.0,431.0,407.0,323.0,202.0,104.0,0.0,
1995,Male,Incidence,Melanoma of the skin,0.0,1.0,7.0,57.0,86.0,137.0,171.0,223.0,321.0,333.0,358.0,393.0,416.0,497.0,474.0,330.0,216.0,128.0,0.0,
1996,Male,Incidence,Melanoma of the skin,1.0,2.0,8.0,55.0,68.0,154.0,159.0,228.0,307.0,380.0,394.0,374.0,401.0,508.0,507.0,405.0,254.0,150.0,0.0,
1997,Male,Incidence,Melanoma of the skin,1.0,2.0,10.0,37.0,91.0,148.0,184.0,240.0,290.0,419.0,474.0,425.0,427.0,547.0,601.0,430.0,243.0,122.0,0.0,
1998,Male,Incidence,Melanoma of the skin,0.0,1.0,6.0,27.0,60.0,118.0,161.0,233.0,263.0,400.0,463.0,443.0,428.0,503.0,518.0,458.0,243.0,147.0,1.0,
1999,Male,Incidence,Melanoma of the skin,0.0,2.0,2.0,44.0,69.0,126.0,173.0,241.0,296.0,397.0,445.0,444.0,475.0,497.0,581.0,471.0,292.0,165.0,0.0,
2000,Male,Incidence,Melanoma of the skin,0.0,0.0,5.0,33.0,69.0,131.0,165.0,229.0,325.0,397.0,469.0,487.0,483.0,491.0,624.0,491.0,298.0,187.0,0.0,
2001,Male,Incidence,Melanoma of the skin,0.0,0.0,7.0,41.0,55.0,133.0,162.0,240.0,293.0,403.0,509.0,529.0,477.0,540.0,590.0,565.0,328.0,209.0,0.0,
2002,Male,Incidence,Melanoma of the skin,1.0,0.0,3.0,36.0,75.0,108.0,177.0,227.0,375.0,428.0,538.0,589.0,615.0,542.0,716.0,559.0,360.0,248.0,0.0,
2003,Male,Incidence,Melanoma of the skin,1.0,0.0,5.0,33.0,56.0,112.0,166.0,228.0,314.0,397.0,542.0,698.0,532.0,540.0,628.0,650.0,404.0,259.0,0.0,
2004,Male,Incidence,Melanoma of the skin,0.0,0.0,4.0,30.0,77.0,116.0,196.0,205.0,273.0,373.0,489.0,623.0,607.0,628.0,592.0,613.0,487.0,269.0,0.0,
2005,Male,Incidence,Melanoma of the skin,1.0,2.0,2.0,30.0,58.0,122.0,172.0,223.0,314.0,442.0,524.0,703.0,659.0,671.0,662.0,695.0,507.0,334.0,0.0,
2006,Male,Incidence,Melanoma of the skin,0.0,0.0,3.0,32.0,60.0,110.0,168.0,223.0,305.0,405.0,497.0,690.0,655.0,689.0,691.0,730.0,474.0,344.0,0.0,
2007,Male,Incidence,Melanoma of the skin,0.0,0.0,3.0,17.0,56.0,86.0,154.0,189.0,243.0,400.0,528.0,674.0,731.0,705.0,676.0,640.0,537.0,366.0,0.0,
2008,Male,Incidence,Melanoma of the skin,0.0,1.0,2.0,22.0,58.0,86.0,139.0,250.0,310.0,406.0,567.0,656.0,802.0,771.0,662.0,685.0,643.0,427.0,0.0,
2009,Male,Incidence,Melanoma of the skin,2.0,0.0,9.0,27.0,48.0,99.0,151.0,255.0,296.0,379.0,553.0,692.0,802.0,756.0,787.0,704.0,568.0,442.0,0.0,
2010,Male,Incidence,Melanoma of the skin,1.0,0.0,3.0,17.0,43.0,105.0,158.0,220.0,286.0,402.0,566.0,688.0,845.0,817.0,800.0,683.0,619.0,447.0,0.0,
2011,Male,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,
1968,Female,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,
1969,Female,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,
1970,Female,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,
1971,Female,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,
1972,Female,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,
1973,Female,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,
1974,Female,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,
1975,Female,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,
1976,Female,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,
1977,Female,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,
1978,Female,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,
1979,Female,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,
1980,Female,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,
1981,Female,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,
1982,Female,Incidence,Melanoma of the skin,0.0,2.0,5.0,39.0,92.0,128.0,158.0,171.0,161.0,161.0,132.0,169.0,134.0,154.0,113.0,88.0,44.0,38.0,5.0,
1983,Female,Incidence,Melanoma of the skin,0.0,0.0,6.0,35.0,100.0,160.0,187.0,187.0,172.0,166.0,147.0,173.0,150.0,174.0,135.0,82.0,56.0,41.0,2.0,
1984,Female,Incidence,Melanoma of the skin,2.0,0.0,4.0,33.0,83.0,131.0,194.0,195.0,165.0,164.0,158.0,213.0,187.0,155.0,134.0,100.0,80.0,53.0,1.0,
1985,Female,Incidence,Melanoma of the skin,0.0,1.0,9.0,32.0,100.0,159.0,197.0,248.0,210.0,169.0,190.0,181.0,195.0,186.0,158.0,113.0,69.0,60.0,4.0,
1986,Female,Incidence,Melanoma of the skin,0.0,2.0,6.0,43.0,95.0,125.0,189.0,246.0,204.0,189.0,188.0,190.0,202.0,203.0,169.0,115.0,79.0,59.0,0.0,
1987,Female,Incidence,Melanoma of the skin,1.0,1.0,3.0,50.0,104.0,187.0,214.0,262.0,259.0,206.0,200.0,226.0,238.0,208.0,198.0,154.0,91.0,73.0,1.0,
1988,Female,Incidence,Melanoma of the skin,0.0,2.0,6.0,52.0,105.0,181.0,221.0,259.0,264.0,253.0,183.0,226.0,237.0,255.0,213.0,172.0,104.0,79.0,1.0,
1989,Female,Incidence,Melanoma of the skin,0.0,0.0,6.0,45.0,109.0,151.0,180.0,238.0,254.0,229.0,197.0,194.0,228.0,257.0,192.0,164.0,103.0,65.0,0.0,
1990,Female,Incidence,Melanoma of the skin,0.0,2.0,6.0,42.0,102.0,137.0,163.0,238.0,245.0,234.0,190.0,200.0,236.0,244.0,237.0,204.0,99.0,87.0,0.0,
1991,Female,Incidence,Melanoma of the skin,0.0,1.0,15.0,58.0,95.0,138.0,202.0,242.0,255.0,224.0,224.0,217.0,239.0,243.0,196.0,211.0,133.0,82.0,0.0,
1992,Female,Incidence,Melanoma of the skin,0.0,1.0,11.0,26.0,99.0,147.0,210.0,250.0,258.0,274.0,244.0,216.0,269.0,296.0,221.0,225.0,133.0,100.0,0.0,
1993,Female,Incidence,Melanoma of the skin,0.0,0.0,13.0,45.0,82.0,131.0,217.0,240.0,288.0,280.0,267.0,192.0,271.0,302.0,268.0,183.0,153.0,118.0,0.0,
1994,Female,Incidence,Melanoma of the skin,0.0,1.0,2.0,37.0,111.0,140.0,197.0,224.0,298.0,316.0,269.0,227.0,249.0,303.0,277.0,191.0,152.0,118.0,1.0,
1995,Female,Incidence,Melanoma of the skin,1.0,1.0,5.0,44.0,120.0,176.0,271.0,268.0,273.0,329.0,270.0,236.0,256.0,283.0,268.0,224.0,165.0,126.0,0.0,
1996,Female,Incidence,Melanoma of the skin,1.0,3.0,17.0,61.0,103.0,162.0,235.0,282.0,295.0,322.0,325.0,256.0,277.0,282.0,305.0,224.0,174.0,149.0,0.0,
1997,Female,Incidence,Melanoma of the skin,0.0,0.0,7.0,62.0,116.0,179.0,230.0,289.0,345.0,347.0,376.0,296.0,272.0,304.0,311.0,269.0,175.0,165.0,0.0,
1998,Female,Incidence,Melanoma of the skin,1.0,1.0,6.0,36.0,92.0,149.0,242.0,264.0,307.0,314.0,353.0,291.0,294.0,273.0,266.0,268.0,178.0,171.0,0.0,
1999,Female,Incidence,Melanoma of the skin,1.0,2.0,7.0,34.0,119.0,148.0,207.0,279.0,299.0,385.0,379.0,293.0,257.0,286.0,301.0,273.0,209.0,171.0,0.0,
2000,Female,Incidence,Melanoma of the skin,0.0,1.0,5.0,37.0,93.0,151.0,217.0,298.0,314.0,355.0,367.0,311.0,283.0,304.0,324.0,341.0,205.0,202.0,0.0,
2001,Female,Incidence,Melanoma of the skin,1.0,5.0,7.0,39.0,80.0,143.0,218.0,278.0,350.0,349.0,416.0,330.0,315.0,302.0,346.0,306.0,216.0,183.0,0.0,
2002,Female,Incidence,Melanoma of the skin,1.0,4.0,10.0,42.0,93.0,146.0,219.0,252.0,326.0,402.0,431.0,424.0,382.0,330.0,341.0,321.0,272.0,235.0,0.0,
2003,Female,Incidence,Melanoma of the skin,0.0,2.0,3.0,30.0,96.0,123.0,212.0,260.0,330.0,366.0,395.0,404.0,333.0,344.0,329.0,301.0,252.0,239.0,0.0,
2004,Female,Incidence,Melanoma of the skin,0.0,0.0,5.0,34.0,90.0,138.0,213.0,232.0,312.0,416.0,420.0,457.0,395.0,367.0,324.0,350.0,255.0,250.0,0.0,
2005,Female,Incidence,Melanoma of the skin,0.0,1.0,5.0,28.0,77.0,168.0,239.0,255.0,373.0,421.0,446.0,466.0,441.0,425.0,366.0,369.0,325.0,275.0,0.0,
2006,Female,Incidence,Melanoma of the skin,0.0,0.0,3.0,27.0,77.0,140.0,205.0,241.0,302.0,376.0,393.0,446.0,369.0,380.0,344.0,398.0,300.0,303.0,0.0,
2007,Female,Incidence,Melanoma of the skin,0.0,1.0,3.0,20.0,83.0,116.0,183.0,288.0,331.0,417.0,399.0,450.0,422.0,360.0,339.0,356.0,331.0,286.0,0.0,
2008,Female,Incidence,Melanoma of the skin,0.0,1.0,2.0,19.0,80.0,118.0,188.0,279.0,317.0,403.0,456.0,500.0,482.0,401.0,370.0,343.0,323.0,299.0,0.0,
2009,Female,Incidence,Melanoma of the skin,0.0,0.0,3.0,28.0,76.0,124.0,174.0,256.0,315.0,415.0,420.0,471.0,513.0,412.0,403.0,394.0,342.0,346.0,0.0,
2010,Female,Incidence,Melanoma of the skin,0.0,1.0,4.0,18.0,61.0,157.0,180.0,248.0,317.0,402.0,443.0,471.0,523.0,471.0,365.0,367.0,321.0,356.0,0.0,
2011,Female,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,
1968,Persons,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,
1969,Persons,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,
1970,Persons,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,
1971,Persons,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,
1972,Persons,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,
1973,Persons,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,
1974,Persons,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,
1975,Persons,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,
1976,Persons,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,
1977,Persons,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,
1978,Persons,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,
1979,Persons,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,
1980,Persons,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,
1981,Persons,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,
1982,Persons,Incidence,Melanoma of the skin,0.0,2.0,10.0,69.0,145.0,211.0,282.0,286.0,296.0,292.0,309.0,366.0,332.0,342.0,257.0,172.0,98.0,57.0,8.0,
1983,Persons,Incidence,Melanoma of the skin,1.0,2.0,10.0,62.0,151.0,235.0,306.0,323.0,293.0,304.0,318.0,375.0,378.0,379.0,289.0,191.0,93.0,66.0,4.0,
1984,Persons,Incidence,Melanoma of the skin,2.0,1.0,8.0,67.0,139.0,221.0,303.0,327.0,322.0,319.0,352.0,423.0,411.0,381.0,332.0,218.0,136.0,84.0,3.0,
1985,Persons,Incidence,Melanoma of the skin,0.0,1.0,11.0,59.0,160.0,265.0,337.0,410.0,376.0,325.0,386.0,436.0,457.0,423.0,372.0,238.0,138.0,98.0,8.0,
1986,Persons,Incidence,Melanoma of the skin,0.0,2.0,13.0,83.0,157.0,224.0,344.0,432.0,395.0,376.0,383.0,445.0,486.0,460.0,387.0,264.0,156.0,95.0,4.0,
1987,Persons,Incidence,Melanoma of the skin,2.0,1.0,10.0,90.0,180.0,332.0,404.0,487.0,500.0,412.0,425.0,527.0,578.0,516.0,460.0,322.0,189.0,106.0,1.0,
1988,Persons,Incidence,Melanoma of the skin,0.0,2.0,10.0,109.0,196.0,342.0,412.0,483.0,529.0,507.0,468.0,538.0,585.0,602.0,493.0,373.0,200.0,153.0,3.0,
1989,Persons,Incidence,Melanoma of the skin,1.0,1.0,18.0,83.0,175.0,261.0,352.0,449.0,520.0,471.0,433.0,465.0,639.0,613.0,485.0,387.0,236.0,133.0,3.0,
1990,Persons,Incidence,Melanoma of the skin,1.0,3.0,10.0,90.0,165.0,252.0,331.0,431.0,513.0,480.0,472.0,469.0,593.0,592.0,559.0,440.0,234.0,161.0,0.0,
1991,Persons,Incidence,Melanoma of the skin,1.0,2.0,23.0,111.0,157.0,266.0,364.0,445.0,511.0,484.0,480.0,499.0,579.0,603.0,532.0,462.0,286.0,154.0,1.0,
1992,Persons,Incidence,Melanoma of the skin,1.0,2.0,17.0,65.0,189.0,263.0,361.0,471.0,539.0,562.0,518.0,534.0,698.0,733.0,586.0,530.0,305.0,188.0,0.0,
1993,Persons,Incidence,Melanoma of the skin,0.0,0.0,24.0,84.0,158.0,253.0,362.0,464.0,541.0,579.0,567.0,515.0,676.0,760.0,701.0,526.0,335.0,218.0,2.0,
1994,Persons,Incidence,Melanoma of the skin,0.0,1.0,12.0,71.0,200.0,275.0,367.0,454.0,569.0,650.0,622.0,572.0,637.0,734.0,684.0,514.0,354.0,222.0,1.0,
1995,Persons,Incidence,Melanoma of the skin,1.0,2.0,12.0,101.0,206.0,313.0,442.0,491.0,594.0,662.0,628.0,629.0,672.0,780.0,742.0,554.0,381.0,254.0,0.0,
1996,Persons,Incidence,Melanoma of the skin,2.0,5.0,25.0,116.0,171.0,316.0,394.0,510.0,602.0,702.0,719.0,630.0,678.0,790.0,812.0,629.0,428.0,299.0,0.0,
1997,Persons,Incidence,Melanoma of the skin,1.0,2.0,17.0,99.0,207.0,327.0,414.0,529.0,635.0,766.0,850.0,721.0,699.0,851.0,912.0,699.0,418.0,287.0,0.0,
1998,Persons,Incidence,Melanoma of the skin,1.0,2.0,12.0,63.0,152.0,267.0,403.0,497.0,570.0,714.0,816.0,734.0,722.0,776.0,784.0,726.0,421.0,318.0,1.0,
1999,Persons,Incidence,Melanoma of the skin,1.0,4.0,9.0,78.0,188.0,274.0,380.0,520.0,595.0,782.0,824.0,737.0,732.0,783.0,882.0,744.0,501.0,336.0,0.0,
2000,Persons,Incidence,Melanoma of the skin,0.0,1.0,10.0,70.0,162.0,282.0,382.0,527.0,639.0,752.0,836.0,798.0,766.0,795.0,948.0,832.0,503.0,389.0,0.0,
2001,Persons,Incidence,Melanoma of the skin,1.0,5.0,14.0,80.0,135.0,276.0,380.0,518.0,643.0,752.0,925.0,859.0,792.0,842.0,936.0,871.0,544.0,392.0,0.0,
2002,Persons,Incidence,Melanoma of the skin,2.0,4.0,13.0,78.0,168.0,254.0,396.0,479.0,701.0,830.0,969.0,1013.0,997.0,872.0,1057.0,880.0,632.0,483.0,0.0,
2003,Persons,Incidence,Melanoma of the skin,1.0,2.0,8.0,63.0,152.0,235.0,378.0,488.0,644.0,763.0,937.0,1102.0,865.0,884.0,957.0,951.0,656.0,498.0,0.0,
2004,Persons,Incidence,Melanoma of the skin,0.0,0.0,9.0,64.0,167.0,254.0,409.0,437.0,585.0,789.0,909.0,1080.0,1002.0,995.0,916.0,963.0,742.0,519.0,0.0,
2005,Persons,Incidence,Melanoma of the skin,1.0,3.0,7.0,58.0,135.0,290.0,411.0,478.0,687.0,863.0,970.0,1169.0,1100.0,1096.0,1028.0,1064.0,832.0,609.0,0.0,
2006,Persons,Incidence,Melanoma of the skin,0.0,0.0,6.0,59.0,137.0,250.0,373.0,464.0,607.0,781.0,890.0,1136.0,1024.0,1069.0,1035.0,1128.0,774.0,647.0,0.0,
2007,Persons,Incidence,Melanoma of the skin,0.0,1.0,6.0,37.0,139.0,202.0,337.0,477.0,574.0,817.0,927.0,1124.0,1153.0,1065.0,1015.0,996.0,868.0,652.0,0.0,
2008,Persons,Incidence,Melanoma of the skin,0.0,2.0,4.0,41.0,138.0,204.0,327.0,529.0,627.0,809.0,1023.0,1156.0,1284.0,1172.0,1032.0,1028.0,966.0,726.0,0.0,
2009,Persons,Incidence,Melanoma of the skin,2.0,0.0,12.0,55.0,124.0,223.0,325.0,511.0,611.0,794.0,973.0,1163.0,1315.0,1168.0,1190.0,1098.0,911.0,788.0,0.0,
2010,Persons,Incidence,Melanoma of the skin,1.0,1.0,7.0,35.0,104.0,262.0,338.0,468.0,603.0,804.0,1009.0,1159.0,1368.0,1288.0,1164.0,1050.0,940.0,803.0,0.0,
2011,Persons,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,
1968,Male,Mortality,Melanoma of the skin,0.0,0.0,0.0,0.0,6.0,3.0,9.0,10.0,14.0,17.0,18.0,16.0,30.0,21.0,17.0,9.0,6.0,2.0,0.0,
1969,Male,Mortality,Melanoma of the skin,0.0,0.0,0.0,1.0,4.0,12.0,10.0,19.0,16.0,20.0,23.0,34.0,24.0,15.0,17.0,8.0,5.0,5.0,0.0,
1970,Male,Mortality,Melanoma of the skin,0.0,0.0,0.0,1.0,6.0,10.0,19.0,19.0,22.0,19.0,20.0,30.0,24.0,16.0,10.0,10.0,6.0,4.0,0.0,
1971,Male,Mortality,Melanoma of the skin,1.0,0.0,1.0,2.0,3.0,8.0,17.0,14.0,24.0,22.0,29.0,26.0,10.0,15.0,18.0,4.0,5.0,0.0,0.0,
1972,Male,Mortality,Melanoma of the skin,0.0,0.0,0.0,2.0,5.0,6.0,9.0,11.0,19.0,26.0,22.0,28.0,26.0,15.0,18.0,10.0,7.0,2.0,0.0,
1973,Male,Mortality,Melanoma of the skin,0.0,0.0,0.0,2.0,8.0,9.0,11.0,8.0,16.0,22.0,21.0,28.0,26.0,24.0,17.0,17.0,7.0,5.0,0.0,
1974,Male,Mortality,Melanoma of the skin,0.0,0.0,0.0,1.0,5.0,9.0,10.0,10.0,21.0,30.0,25.0,26.0,32.0,34.0,13.0,14.0,8.0,6.0,0.0,
1975,Male,Mortality,Melanoma of the skin,0.0,0.0,0.0,2.0,2.0,12.0,15.0,9.0,24.0,29.0,26.0,27.0,19.0,32.0,22.0,15.0,9.0,7.0,0.0,
1976,Male,Mortality,Melanoma of the skin,0.0,0.0,0.0,3.0,7.0,16.0,16.0,14.0,21.0,24.0,26.0,25.0,38.0,27.0,17.0,15.0,8.0,3.0,0.0,
1977,Male,Mortality,Melanoma of the skin,0.0,0.0,0.0,3.0,4.0,12.0,16.0,20.0,17.0,28.0,30.0,34.0,40.0,36.0,28.0,20.0,13.0,9.0,0.0,
1978,Male,Mortality,Melanoma of the skin,0.0,0.0,0.0,2.0,9.0,8.0,23.0,25.0,24.0,24.0,38.0,34.0,32.0,32.0,35.0,8.0,10.0,8.0,0.0,
1979,Male,Mortality,Melanoma of the skin,0.0,0.0,0.0,1.0,3.0,11.0,25.0,19.0,20.0,27.0,35.0,53.0,35.0,38.0,31.0,19.0,8.0,5.0,0.0,
1980,Male,Mortality,Melanoma of the skin,0.0,0.0,0.0,3.0,3.0,12.0,21.0,17.0,16.0,24.0,34.0,44.0,47.0,40.0,41.0,22.0,9.0,6.0,0.0,
1981,Male,Mortality,Melanoma of the skin,0.0,0.0,1.0,1.0,4.0,20.0,22.0,19.0,15.0,27.0,32.0,52.0,42.0,44.0,41.0,29.0,13.0,2.0,0.0,
1982,Male,Mortality,Melanoma of the skin,0.0,0.0,1.0,3.0,7.0,5.0,19.0,25.0,23.0,30.0,39.0,42.0,36.0,59.0,49.0,21.0,14.0,7.0,0.0,
1983,Male,Mortality,Melanoma of the skin,0.0,0.0,0.0,1.0,7.0,7.0,21.0,22.0,24.0,16.0,35.0,43.0,51.0,43.0,42.0,24.0,18.0,8.0,0.0,
1984,Male,Mortality,Melanoma of the skin,0.0,0.0,0.0,2.0,6.0,13.0,19.0,21.0,21.0,27.0,39.0,49.0,59.0,52.0,36.0,29.0,14.0,10.0,0.0,
1985,Male,Mortality,Melanoma of the skin,1.0,0.0,0.0,5.0,6.0,14.0,14.0,27.0,21.0,25.0,36.0,41.0,53.0,51.0,47.0,27.0,22.0,13.0,0.0,
1986,Male,Mortality,Melanoma of the skin,0.0,0.0,0.0,3.0,6.0,9.0,26.0,20.0,24.0,21.0,32.0,39.0,42.0,51.0,59.0,48.0,21.0,17.0,0.0,
1987,Male,Mortality,Melanoma of the skin,0.0,0.0,0.0,2.0,6.0,13.0,30.0,24.0,30.0,26.0,33.0,54.0,63.0,55.0,70.0,52.0,37.0,22.0,0.0,
1988,Male,Mortality,Melanoma of the skin,0.0,0.0,0.0,2.0,3.0,10.0,18.0,25.0,32.0,25.0,44.0,57.0,57.0,65.0,59.0,40.0,21.0,21.0,0.0,
1989,Male,Mortality,Melanoma of the skin,0.0,0.0,0.0,3.0,2.0,7.0,15.0,22.0,22.0,33.0,39.0,54.0,60.0,67.0,70.0,58.0,33.0,16.0,0.0,
1990,Male,Mortality,Melanoma of the skin,1.0,0.0,0.0,1.0,3.0,9.0,15.0,21.0,28.0,38.0,49.0,49.0,60.0,70.0,60.0,58.0,31.0,19.0,0.0,
1991,Male,Mortality,Melanoma of the skin,0.0,0.0,0.0,1.0,3.0,3.0,17.0,19.0,33.0,26.0,50.0,40.0,64.0,71.0,63.0,61.0,35.0,26.0,0.0,
1992,Male,Mortality,Melanoma of the skin,1.0,0.0,1.0,0.0,5.0,8.0,19.0,22.0,23.0,37.0,25.0,39.0,59.0,66.0,77.0,66.0,47.0,28.0,0.0,
1993,Male,Mortality,Melanoma of the skin,0.0,0.0,0.0,2.0,6.0,10.0,19.0,20.0,39.0,33.0,43.0,52.0,70.0,72.0,77.0,65.0,45.0,28.0,0.0,
1994,Male,Mortality,Melanoma of the skin,0.0,0.0,0.0,1.0,4.0,5.0,12.0,22.0,39.0,39.0,43.0,33.0,68.0,91.0,84.0,79.0,57.0,32.0,0.0,
1995,Male,Mortality,Melanoma of the skin,0.0,0.0,0.0,3.0,1.0,13.0,15.0,18.0,40.0,32.0,39.0,46.0,64.0,75.0,75.0,96.0,49.0,35.0,0.0,
1996,Male,Mortality,Melanoma of the skin,0.0,0.0,0.0,2.0,2.0,10.0,15.0,27.0,19.0,39.0,40.0,31.0,55.0,83.0,68.0,88.0,56.0,47.0,0.0,
1997,Male,Mortality,Melanoma of the skin,0.0,0.0,0.0,1.0,2.0,4.0,10.0,14.0,31.0,40.0,42.0,46.0,60.0,84.0,79.0,76.0,65.0,23.0,0.0,
1998,Male,Mortality,Melanoma of the skin,0.0,0.0,0.0,0.0,1.0,11.0,13.0,21.0,22.0,41.0,48.0,38.0,73.0,73.0,110.0,75.0,57.0,40.0,0.0,
1999,Male,Mortality,Melanoma of the skin,0.0,0.0,0.0,0.0,3.0,7.0,10.0,17.0,27.0,37.0,45.0,69.0,51.0,73.0,93.0,83.0,71.0,55.0,0.0,
2000,Male,Mortality,Melanoma of the skin,0.0,0.0,0.0,2.0,2.0,3.0,8.0,16.0,24.0,28.0,43.0,47.0,62.0,61.0,110.0,95.0,73.0,43.0,0.0,
2001,Male,Mortality,Melanoma of the skin,0.0,0.0,0.0,2.0,7.0,7.0,7.0,23.0,31.0,32.0,45.0,58.0,68.0,73.0,112.0,115.0,52.0,52.0,0.0,
2002,Male,Mortality,Melanoma of the skin,0.0,0.0,0.0,0.0,5.0,5.0,11.0,16.0,33.0,36.0,45.0,60.0,63.0,89.0,102.0,96.0,84.0,77.0,1.0,
2003,Male,Mortality,Melanoma of the skin,0.0,0.0,0.0,2.0,2.0,5.0,5.0,17.0,29.0,44.0,53.0,67.0,76.0,88.0,91.0,111.0,102.0,72.0,0.0,
2004,Male,Mortality,Melanoma of the skin,0.0,0.0,0.0,0.0,6.0,5.0,13.0,16.0,27.0,45.0,76.0,76.0,70.0,89.0,81.0,128.0,105.0,78.0,0.0,
2005,Male,Mortality,Melanoma of the skin,0.0,0.0,0.0,0.0,0.0,10.0,18.0,12.0,35.0,31.0,53.0,91.0,79.0,89.0,107.0,119.0,123.0,93.0,0.0,
2006,Male,Mortality,Melanoma of the skin,0.0,1.0,0.0,2.0,2.0,7.0,7.0,17.0,26.0,35.0,36.0,58.0,73.0,85.0,109.0,133.0,112.0,92.0,0.0,
2007,Male,Mortality,Melanoma of the skin,0.0,0.0,0.0,0.0,3.0,7.0,5.0,20.0,25.0,48.0,49.0,85.0,95.0,80.0,101.0,141.0,119.0,112.0,0.0,
2008,Male,Mortality,Melanoma of the skin,0.0,0.0,0.0,1.0,4.0,5.0,13.0,19.0,23.0,31.0,43.0,91.0,88.0,114.0,111.0,146.0,142.0,111.0,0.0,
2009,Male,Mortality,Melanoma of the skin,0.0,1.0,0.0,0.0,1.0,3.0,15.0,16.0,24.0,33.0,56.0,69.0,96.0,112.0,132.0,123.0,151.0,115.0,0.0,
2010,Male,Mortality,Melanoma of the skin,1.0,0.0,0.0,1.0,0.0,6.0,10.0,19.0,17.0,37.0,47.0,77.0,112.0,115.0,128.0,122.0,147.0,145.0,0.0,
2011,Male,Mortality,Melanoma of the skin,0.0,0.0,0.0,0.0,1.0,9.0,10.0,13.0,32.0,32.0,53.0,80.0,119.0,113.0,138.0,153.0,151.0,167.0,0.0,
1968,Female,Mortality,Melanoma of the skin,0.0,0.0,0.0,1.0,1.0,6.0,10.0,11.0,12.0,13.0,10.0,14.0,9.0,11.0,12.0,20.0,5.0,2.0,0.0,
1969,Female,Mortality,Melanoma of the skin,0.0,0.0,0.0,2.0,3.0,5.0,6.0,7.0,19.0,13.0,13.0,10.0,14.0,10.0,11.0,6.0,5.0,3.0,0.0,
1970,Female,Mortality,Melanoma of the skin,0.0,0.0,0.0,1.0,1.0,4.0,7.0,13.0,10.0,24.0,14.0,21.0,19.0,8.0,11.0,10.0,9.0,10.0,0.0,
1971,Female,Mortality,Melanoma of the skin,0.0,0.0,0.0,1.0,4.0,7.0,6.0,9.0,12.0,16.0,21.0,13.0,16.0,11.0,9.0,9.0,10.0,8.0,0.0,
1972,Female,Mortality,Melanoma of the skin,0.0,0.0,0.0,0.0,7.0,6.0,12.0,10.0,11.0,18.0,21.0,17.0,14.0,19.0,11.0,4.0,8.0,5.0,0.0,
